BMC000262958,0.37
BMC000262981,0.36
BMC000262995,0.74
BMC000263006,0.78
BMC000263007,1.01
BMC000263013,0.22
BMC000263015,0.56
BMC000263028,1.34
BMC000263033,3.37
BMC000263034,0.37
BMC000263051,0.41
BMC000263057,1.2
BMC000263075,0.69
BMC000263080,1.38
BMC000263086,0.13
BMC000263088,0.61
BMC000263090,0.77
BMC000263092,0.65
BMC000263095,0.54
BMC000263110,0.45
BMC000263117,0.41
BMC000263120,0.43
BMC000263135,0.73
BMC000263137,0.71
BMC000263139,1.59
BMC000263145,0.38
BMC000263150,1.19
BMC000263169,0.29
BMC000263173,0.13
BMC000263174,0.43
BMC000263189,0.24
BMC000263204,0.24
BMC000263212,0.97
BMC000263218,0.57
BMC000263232,0.6
BMC000263271,0.46
BMC000263272,1.42
BMC000263273,0.2
BMC000263275,0.61
BMC000263276,0.91
BMC000263277,1.02
BMC000263279,0.17
BMC000263283,0.19
BMC000263284,0.21
BMC000263285,1.32
BMC000263286,0.34
BMC000263287,1.27
BMC000263288,0.26
BMC000263289,0.15
BMC000263290,0.12
BMC000263291,0.382
BMC000263293,0.31
BMC000263294,0.39
BMC000263295,0.47
BMC000263297,0.62
BMC000263299,0.3
BMC000263305,0.79
BMC000263326,0.35
BMC000263331,0.26
BMC000263333,0.27
BMC000263334,0.56
BMC000263336,1.53
BMC000263341,0.05
BMC000263346,0.46
BMC000263348,0
BMC000263364,0.48
BMC000263365,0.3
BMC000263376,0.27
BMC000263377,0.62
BMC000263390,1.33
BMC000263432,0.54
BMC000263449,0.46
BMC000263451,0.31
BMC000263452,0.61
BMC000263453,0.32
BMC000263454,0.46
BMC000263459,0.05
BMC000263461,0.86
BMC000263462,1.19
BMC000263463,0.38
BMC000263464,0.69
BMC000263465,0.18
BMC000263467,0.46
BMC000263470,0.3
BMC000263475,0.25
BMC000263476,0.27
BMC000263478,0.36
BMC000263480,0.35
BMC000263485,1.36
BMC000263486,0.16
BMC000263492,0.36
BMC000263496,0.3
BMC000263502,0.91
BMC000263503,0.38
BMC000263504,0.72
BMC000263505,0.36
BMC000263516,0.3
BMC000263517,0.35
BMC000263518,0.125
BMC000263520,0.93
BMC000263525,0.53
BMC000263528,0.17
BMC000263533,0.63
BMC000263536,0.426
BMC000263537,0.37
BMC000263543,1.13
BMC000263555,0.59
BMC000263563,0.32
BMC000263564,0
BMC000263566,0.266
BMC000263568,0.2
BMC000263571,1.15
BMC000263574,0.68
BMC000263575,0.65
BMC000263581,0.5
BMC000263583,0.96
BMC000263595,0.54
BMC000263602,0.08
BMC000263629,0.52
BMC000263638,0.92
BMC000263641,0.24
BMC000263644,0.24
BMC000263648,0.34
BMC000263650,0.16
BMC000263651,0.37
BMC000263652,0.26
BMC000263655,1.11
BMC000263656,1.42
BMC000263657,0.27
BMC000263658,0.49
BMC000263659,0.37
BMC000263660,0.9
BMC000263661,0.33
BMC000263662,0.14
BMC000263665,0.23
BMC000263666,0.59
BMC000263669,0.38
BMC000263671,0.29
BMC000263675,0.33
BMC000263676,2.72
BMC000263678,0.51
BMC000263679,0.39
BMC000263684,0.43
BMC000263686,0.51
BMC000263689,0.42
BMC000263690,0.87
BMC000263692,0.31
BMC000263703,0.84
BMC000263704,0.15
BMC000263712,0.35
BMC000263721,0.08
BMC000263722,0.24
BMC000263728,0.67
BMC000263729,0.61
BMC000263737,0.19
BMC000263745,0.37
BMC000263747,0.17
BMC000263794,0.35
BMC000263809,0.92
BMC000263812,0.53
BMC000263819,0.58
BMC000263823,0.35
BMC000263833,0.48
BMC000263839,0.26
BMC000263841,0.75
BMC000263844,0.37
BMC000263853,1.54
BMC000263856,0.58
BMC000263886,0.64
BMC000263897,0.23
BMC000263905,0.29
BMC000263908,0.54
BMC000263910,0.56
BMC000263913,0.55
BMC000263916,0.26
BMC000263925,1.36
BMC000263927,0.89
BMC000263938,0.0
BMC000263954,0.21
BMC000263964,0.75
BMC000263965,0.35
BMC000263976,0.27
BMC000263987,0.24
BMC000263988,0.64
BMC000264016,0.26
BMC000264017,0.65
BMC000264025,0.45
BMC000264048,0.72
BMC000264051,0.38
BMC000264055,1.02
BMC000264058,0.15
BMC000264064,0.6
BMC000264068,0.22
BMC000264070,0.24
BMC000264072,0.69
BMC000264076,0.22
BMC000264077,0.16
BMC000264078,0.31
BMC000264079,0.26
BMC000264081,0.37
BMC000264082,0.24
BMC000264083,0.35
BMC000264084,0.31
BMC000264085,0.22
BMC000264088,0.24
BMC000264091,1.35
BMC000264096,0.2
BMC000264101,0.68
BMC000264107,0.35
BMC000264109,0.15
BMC000264110,0.4
BMC000264112,0.16
BMC000264114,0.31
BMC000264115,0.22
BMC000264124,0.18
BMC000264126,0.18
BMC000264133,0.18
BMC000264135,0.055
BMC000264140,0.39
BMC000264146,0.26
BMC000264162,0.98
BMC000264180,0.52
BMC000264192,0.19
BMC000264195,0.7
BMC000264196,0.33
BMC000264197,0.53
BMC000264200,0.22
BMC000264201,0.48
BMC000264202,0.15
BMC000264204,0.61
BMC000264206,0.49
BMC000264207,0.12
BMC000264209,0.52
BMC000264210,0.47
BMC000264215,0.44
BMC000264218,1.1
BMC000264219,0.54
BMC000264220,0.33
BMC000264222,1.16
BMC000264228,0.57
BMC000264238,0.37
BMC000264254,0.34
BMC000264258,0.31
BMC000264259,0.84
BMC000264262,1.01
BMC000264265,0.2
BMC000264269,0.27
BMC000264288,0.31
BMC000264318,0.15
BMC000264321,0.48
BMC000264330,0.8
BMC000264333,0.27
BMC000264334,0.27
BMC000264336,1.24
BMC000264338,0.26
BMC000264339,0.19
BMC000264344,0.22
BMC000264345,0.35
BMC000264348,0.32
BMC000264349,0.35
BMC000264352,0.48
BMC000264354,0.45
BMC000264355,0.59
BMC000264356,0.18
BMC000264358,0.05
BMC000264363,0.79
BMC000264365,0.7
BMC000264367,0.61
BMC000264370,1.66
BMC000264371,0.94
BMC000264372,0.36
BMC000264375,0.11
BMC000264381,0.25
BMC000264382,0.39
BMC000264387,0.1
BMC000264389,0.27
BMC000264393,0.1
BMC000264397,0.076
BMC000264400,0.44
BMC000264401,0.34
BMC000264424,0.35
BMC000264428,0.35
BMC000264432,0.42
BMC000264434,1.38
BMC000264435,0.37
BMC000264436,0.37
BMC000264438,0.4
BMC000264441,0.21
BMC000264443,0.131
BMC000264444,0.31
BMC000264445,0.26
BMC000264446,0.37
BMC000264448,0.14
BMC000264459,1.73
BMC000264462,0.39
BMC000264465,0.27
BMC000264470,0.3
BMC000264471,0.27
BMC000264475,0.31
BMC000264476,0.45
BMC000264480,0.1
BMC000264500,0.17
BMC000264511,1.63
BMC000264513,0.31
BMC000264514,0.36
BMC000264517,0.21
BMC000264519,0.43
BMC000264525,0.81
BMC000264529,0.18
BMC000264530,0.6
BMC000264532,0.27
BMC000264537,0.23
BMC000264548,0.4
BMC000264564,0.45
BMC000264566,0.2
BMC000264577,0.05
BMC000264579,0.26
BMC000264580,0.46
BMC000264583,0.39
BMC000264584,0.33
BMC000264613,2.18
BMC000264625,1.48
BMC000264627,0.24
BMC000264628,1.39
BMC000264635,0.83
BMC000264636,0.14
BMC000264637,0.456
BMC000264648,0.18
BMC000264650,0.28
BMC000264657,0.4
BMC000264661,1.1
BMC000264662,0.42
BMC000264664,0.65
BMC000264666,0.25
BMC000264667,0.4
BMC000264668,0.38
BMC000264672,0.49
BMC000264684,0.47
BMC000264692,1.21
BMC000264707,0.18
BMC000264713,0.32
BMC000264721,0.12
BMC000264723,0.52
BMC000264724,0.69
BMC000264726,0.076
BMC000264727,0.24
BMC000264730,0.26
BMC000264731,0.17
BMC000264733,0.85
BMC000264738,1.83
BMC000264739,0.39
BMC000264740,0.75
BMC000264742,0.27
BMC000264746,0.45
BMC000264749,1.63
BMC000264750,0.506
H0213209,0.27
